case_id,activity,timestamp,amount,resource
PO-00022,Create,2026-01-01T22:00:00+00:00,3514,Procurement
PO-00022,Approve,2026-01-02T21:15:00+00:00,3514,Finance
PO-00022,Pay,2026-01-02T22:30:00+00:00,3514,AP
PO-00023,Create,2026-01-01T23:00:00+00:00,3651,Procurement
PO-00023,Approve,2026-01-02T23:15:00+00:00,3651,Finance
PO-00023,Pay,2026-01-03T00:30:00+00:00,3651,AP
PO-00024,Create,2026-01-02T00:00:00+00:00,3788,Procurement
PO-00024,Approve,2026-01-02T01:15:00+00:00,3788,Finance
PO-00024,Pay,2026-01-03T02:30:00+00:00,3788,AP
PO-00025,Create,2026-01-02T01:00:00+00:00,3925,Procurement
PO-00025,Approve,2026-01-02T03:15:00+00:00,3925,Finance
PO-00025,Pay,2026-01-03T04:30:00+00:00,3925,AP
PO-00026,Create,2026-01-02T02:00:00+00:00,4062,Procurement
PO-00026,Approve,2026-01-02T05:15:00+00:00,4062,Finance
PO-00026,Pay,2026-01-03T06:30:00+00:00,4062,AP
PO-00027,Create,2026-01-02T03:00:00+00:00,4199,Procurement
PO-00027,Approve,2026-01-02T07:15:00+00:00,4199,Finance
PO-00027,Pay,2026-01-03T08:30:00+00:00,4199,AP
PO-00028,Create,2026-01-02T04:00:00+00:00,4336,Procurement
PO-00028,Approve,2026-01-02T09:15:00+00:00,4336,Finance
PO-00028,Approve,2026-01-02T09:30:00+00:00,4336,AP
PO-00028,Pay,2026-01-03T10:45:00+00:00,4336,Finance
PO-00029,Create,2026-01-02T05:00:00+00:00,4473,Procurement
PO-00029,Approve,2026-01-02T11:15:00+00:00,4473,Finance
PO-00029,Pay,2026-01-03T12:30:00+00:00,4473,AP
PO-00030,Create,2026-01-02T06:00:00+00:00,4610,Procurement
PO-00030,Approve,2026-01-02T13:15:00+00:00,4610,Finance
PO-00030,Pay,2026-01-03T14:30:00+00:00,4610,AP
PO-00031,Create,2026-01-02T07:00:00+00:00,4747,Procurement
PO-00031,Approve,2026-01-02T15:15:00+00:00,4747,Finance
PO-00031,Pay,2026-01-03T16:30:00+00:00,4747,AP
PO-00032,Create,2026-01-02T08:00:00+00:00,4884,Procurement
PO-00032,Approve,2026-01-02T17:15:00+00:00,4884,Finance
PO-00032,Pay,2026-01-03T18:30:00+00:00,4884,AP
PO-00033,Create,2026-01-02T09:00:00+00:00,5021,Procurement
PO-00033,Approve,2026-01-02T19:15:00+00:00,5021,Finance
PO-00033,Pay,2026-01-03T20:30:00+00:00,5021,AP
PO-00034,Create,2026-01-02T10:00:00+00:00,5158,Procurement
PO-00034,Approve,2026-01-02T21:15:00+00:00,5158,Finance
PO-00034,Pay,2026-01-03T22:30:00+00:00,5158,AP
PO-00035,Create,2026-01-02T11:00:00+00:00,5295,Procurement
PO-00035,Approve,2026-01-02T23:15:00+00:00,5295,Finance
PO-00035,Approve,2026-01-02T23:30:00+00:00,5295,AP
PO-00035,Pay,2026-01-04T00:45:00+00:00,5295,Finance
PO-00036,Create,2026-01-02T12:00:00+00:00,5432,Procurement
PO-00036,Approve,2026-01-03T01:15:00+00:00,5432,Finance
PO-00036,Pay,2026-01-04T02:30:00+00:00,5432,AP
PO-00037,Create,2026-01-02T13:00:00+00:00,5569,Procurement
PO-00037,Approve,2026-01-03T03:15:00+00:00,5569,Finance
PO-00037,Pay,2026-01-04T04:30:00+00:00,5569,AP
PO-00038,Create,2026-01-02T14:00:00+00:00,5706,Procurement
PO-00038,Approve,2026-01-03T05:15:00+00:00,5706,Finance
PO-00038,Pay,2026-01-04T06:30:00+00:00,5706,AP
PO-00039,Create,2026-01-02T15:00:00+00:00,5843,Procurement
PO-00039,Approve,2026-01-03T07:15:00+00:00,5843,Finance
PO-00039,Pay,2026-01-04T08:30:00+00:00,5843,AP
PO-00040,Create,2026-01-02T16:00:00+00:00,5980,Procurement
PO-00040,Approve,2026-01-03T09:15:00+00:00,5980,Finance
PO-00040,Pay,2026-01-04T10:30:00+00:00,5980,AP
PO-00041,Create,2026-01-02T17:00:00+00:00,6117,Procurement
PO-00041,Approve,2026-01-03T11:15:00+00:00,6117,Finance
PO-00041,Pay,2026-01-04T12:30:00+00:00,6117,AP
PO-00042,Create,2026-01-02T18:00:00+00:00,6254,Procurement
PO-00042,Approve,2026-01-03T13:15:00+00:00,6254,Finance
PO-00042,Approve,2026-01-03T13:30:00+00:00,6254,AP
PO-00042,Pay,2026-01-04T14:45:00+00:00,6254,Finance
PO-00043,Create,2026-01-02T19:00:00+00:00,6391,Procurement
PO-00043,Approve,2026-01-03T15:15:00+00:00,6391,Finance
PO-00043,Pay,2026-01-04T16:30:00+00:00,6391,AP
PO-00044,Create,2026-01-02T20:00:00+00:00,6528,Procurement
PO-00044,Approve,2026-01-03T17:15:00+00:00,6528,Finance
PO-00044,Pay,2026-01-04T18:30:00+00:00,6528,AP
PO-00045,Create,2026-01-02T21:00:00+00:00,6665,Procurement
PO-00045,Approve,2026-01-03T19:15:00+00:00,6665,Finance
PO-00045,Pay,2026-01-04T20:30:00+00:00,6665,AP
PO-00046,Create,2026-01-02T22:00:00+00:00,6802,Procurement
PO-00046,Approve,2026-01-03T21:15:00+00:00,6802,Finance
PO-00046,Pay,2026-01-04T22:30:00+00:00,6802,AP
PO-00047,Create,2026-01-02T23:00:00+00:00,6939,Procurement
PO-00047,Approve,2026-01-03T23:15:00+00:00,6939,Finance
PO-00047,Pay,2026-01-05T00:30:00+00:00,6939,AP
PO-00048,Create,2026-01-03T00:00:00+00:00,7076,Procurement
PO-00048,Approve,2026-01-03T01:15:00+00:00,7076,Finance
PO-00048,Pay,2026-01-03T02:30:00+00:00,7076,AP
PO-00049,Create,2026-01-03T01:00:00+00:00,7213,Procurement
PO-00049,Approve,2026-01-03T03:15:00+00:00,7213,Finance
PO-00049,Approve,2026-01-03T03:30:00+00:00,7213,AP
PO-00049,Pay,2026-01-03T04:45:00+00:00,7213,Finance
PO-00050,Create,2026-01-03T02:00:00+00:00,7350,Procurement
PO-00050,Approve,2026-01-03T05:15:00+00:00,7350,Finance
PO-00050,Pay,2026-01-03T06:30:00+00:00,7350,AP
PO-00051,Create,2026-01-03T03:00:00+00:00,7487,Procurement
PO-00051,Approve,2026-01-03T07:15:00+00:00,7487,Finance
PO-00051,Pay,2026-01-03T08:30:00+00:00,7487,AP
PO-00052,Create,2026-01-03T04:00:00+00:00,7624,Procurement
PO-00052,Approve,2026-01-03T09:15:00+00:00,7624,Finance
PO-00052,Pay,2026-01-03T10:30:00+00:00,7624,AP
PO-00053,Create,2026-01-03T05:00:00+00:00,7761,Procurement
PO-00053,Approve,2026-01-03T11:15:00+00:00,7761,Finance
PO-00053,Pay,2026-01-03T12:30:00+00:00,7761,AP
PO-00054,Create,2026-01-03T06:00:00+00:00,7898,Procurement
PO-00054,Approve,2026-01-03T13:15:00+00:00,7898,Finance
PO-00054,Pay,2026-01-03T14:30:00+00:00,7898,AP
PO-00055,Create,2026-01-03T07:00:00+00:00,8035,Procurement
PO-00055,Approve,2026-01-03T15:15:00+00:00,8035,Finance
PO-00055,Pay,2026-01-03T16:30:00+00:00,8035,AP
PO-00056,Create,2026-01-03T08:00:00+00:00,8172,Procurement
PO-00056,Approve,2026-01-03T17:15:00+00:00,8172,Finance
PO-00056,Approve,2026-01-03T17:30:00+00:00,8172,AP
PO-00056,Pay,2026-01-03T18:45:00+00:00,8172,Finance
PO-00057,Create,2026-01-03T09:00:00+00:00,8309,Procurement
PO-00057,Approve,2026-01-03T19:15:00+00:00,8309,Finance
PO-00057,Pay,2026-01-03T20:30:00+00:00,8309,AP
PO-00058,Create,2026-01-03T10:00:00+00:00,8446,Procurement
PO-00058,Approve,2026-01-03T21:15:00+00:00,8446,Finance
PO-00058,Pay,2026-01-03T22:30:00+00:00,8446,AP
PO-00059,Create,2026-01-03T11:00:00+00:00,8583,Procurement
PO-00059,Approve,2026-01-03T23:15:00+00:00,8583,Finance
PO-00059,Pay,2026-01-04T00:30:00+00:00,8583,AP
PO-00060,Create,2026-01-03T12:00:00+00:00,8720,Procurement
PO-00060,Approve,2026-01-04T01:15:00+00:00,8720,Finance
PO-00060,Pay,2026-01-04T02:30:00+00:00,8720,AP
PO-00061,Create,2026-01-03T13:00:00+00:00,8857,Procurement
PO-00061,Approve,2026-01-04T03:15:00+00:00,8857,Finance
PO-00061,Pay,2026-01-04T04:30:00+00:00,8857,AP
PO-00062,Create,2026-01-03T14:00:00+00:00,8994,Procurement
PO-00062,Approve,2026-01-04T05:15:00+00:00,8994,Finance
PO-00062,Pay,2026-01-04T06:30:00+00:00,8994,AP
PO-00063,Create,2026-01-03T15:00:00+00:00,9131,Procurement
PO-00063,Approve,2026-01-04T07:15:00+00:00,9131,Finance
PO-00063,Approve,2026-01-04T07:30:00+00:00,9131,AP
PO-00063,Pay,2026-01-04T08:45:00+00:00,9131,Finance
PO-00064,Create,2026-01-03T16:00:00+00:00,9268,Procurement
PO-00064,Approve,2026-01-04T09:15:00+00:00,9268,Finance
PO-00064,Pay,2026-01-04T10:30:00+00:00,9268,AP
PO-00065,Create,2026-01-03T17:00:00+00:00,9405,Procurement
PO-00065,Approve,2026-01-04T11:15:00+00:00,9405,Finance
PO-00065,Pay,2026-01-04T12:30:00+00:00,9405,AP
PO-00066,Create,2026-01-03T18:00:00+00:00,9542,Procurement
PO-00066,Approve,2026-01-04T13:15:00+00:00,9542,Finance
PO-00066,Pay,2026-01-04T14:30:00+00:00,9542,AP
PO-00067,Create,2026-01-03T19:00:00+00:00,9679,Procurement
PO-00067,Approve,2026-01-04T15:15:00+00:00,9679,Finance
PO-00067,Pay,2026-01-04T16:30:00+00:00,9679,AP
PO-00068,Create,2026-01-03T20:00:00+00:00,9816,Procurement
PO-00068,Approve,2026-01-04T17:15:00+00:00,9816,Finance
PO-00068,Pay,2026-01-04T18:30:00+00:00,9816,AP
PO-00069,Create,2026-01-03T21:00:00+00:00,9953,Procurement
PO-00069,Approve,2026-01-04T19:15:00+00:00,9953,Finance
PO-00069,Pay,2026-01-04T20:30:00+00:00,9953,AP
PO-00070,Create,2026-01-03T22:00:00+00:00,10090,Procurement
PO-00070,Approve,2026-01-04T21:15:00+00:00,10090,Finance
PO-00070,Approve,2026-01-04T21:30:00+00:00,10090,AP
PO-00070,Pay,2026-01-04T22:45:00+00:00,10090,Finance
PO-00071,Create,2026-01-03T23:00:00+00:00,10227,Procurement
PO-00071,Approve,2026-01-04T23:15:00+00:00,10227,Finance
PO-00071,Pay,2026-01-05T00:30:00+00:00,10227,AP
PO-00072,Create,2026-01-04T00:00:00+00:00,10364,Procurement
PO-00072,Approve,2026-01-04T01:15:00+00:00,10364,Finance
PO-00072,Pay,2026-01-05T02:30:00+00:00,10364,AP
PO-00073,Create,2026-01-04T01:00:00+00:00,10501,Procurement
PO-00073,Approve,2026-01-04T03:15:00+00:00,10501,Finance
PO-00073,Pay,2026-01-05T04:30:00+00:00,10501,AP
PO-00074,Create,2026-01-04T02:00:00+00:00,10638,Procurement
PO-00074,Approve,2026-01-04T05:15:00+00:00,10638,Finance
PO-00074,Pay,2026-01-05T06:30:00+00:00,10638,AP
PO-00075,Create,2026-01-04T03:00:00+00:00,10775,Procurement
PO-00075,Approve,2026-01-04T07:15:00+00:00,10775,Finance
PO-00075,Pay,2026-01-05T08:30:00+00:00,10775,AP
PO-00076,Create,2026-01-04T04:00:00+00:00,10912,Procurement
PO-00076,Approve,2026-01-04T09:15:00+00:00,10912,Finance
PO-00076,Pay,2026-01-05T10:30:00+00:00,10912,AP
PO-00077,Create,2026-01-04T05:00:00+00:00,11049,Procurement
PO-00077,Approve,2026-01-04T11:15:00+00:00,11049,Finance
PO-00077,Approve,2026-01-04T11:30:00+00:00,11049,AP
PO-00077,Pay,2026-01-05T12:45:00+00:00,11049,Finance
PO-00078,Create,2026-01-04T06:00:00+00:00,11186,Procurement
PO-00078,Approve,2026-01-04T13:15:00+00:00,11186,Finance
PO-00078,Pay,2026-01-05T14:30:00+00:00,11186,AP
PO-00079,Create,2026-01-04T07:00:00+00:00,11323,Procurement
PO-00079,Approve,2026-01-04T15:15:00+00:00,11323,Finance
PO-00079,Pay,2026-01-05T16:30:00+00:00,11323,AP
PO-00080,Create,2026-01-04T08:00:00+00:00,11460,Procurement
PO-00080,Approve,2026-01-04T17:15:00+00:00,11460,Finance
PO-00080,Pay,2026-01-05T18:30:00+00:00,11460,AP
PO-00081,Create,2026-01-04T09:00:00+00:00,11597,Procurement
PO-00081,Approve,2026-01-04T19:15:00+00:00,11597,Finance
PO-00081,Pay,2026-01-05T20:30:00+00:00,11597,AP
PO-00082,Create,2026-01-04T10:00:00+00:00,11734,Procurement
PO-00082,Approve,2026-01-04T21:15:00+00:00,11734,Finance
PO-00082,Pay,2026-01-05T22:30:00+00:00,11734,AP
PO-00083,Create,2026-01-04T11:00:00+00:00,11871,Procurement
PO-00083,Approve,2026-01-04T23:15:00+00:00,11871,Finance
PO-00083,Pay,2026-01-06T00:30:00+00:00,11871,AP
PO-00084,Create,2026-01-04T12:00:00+00:00,12008,Procurement
PO-00084,Approve,2026-01-05T01:15:00+00:00,12008,Finance
PO-00084,Approve,2026-01-05T01:30:00+00:00,12008,AP
PO-00084,Pay,2026-01-06T02:45:00+00:00,12008,Finance
PO-00085,Create,2026-01-04T13:00:00+00:00,12145,Procurement
PO-00085,Approve,2026-01-05T03:15:00+00:00,12145,Finance
PO-00085,Pay,2026-01-06T04:30:00+00:00,12145,AP
PO-00086,Create,2026-01-04T14:00:00+00:00,12282,Procurement
PO-00086,Approve,2026-01-05T05:15:00+00:00,12282,Finance
PO-00086,Pay,2026-01-06T06:30:00+00:00,12282,AP
PO-00087,Create,2026-01-04T15:00:00+00:00,12419,Procurement
PO-00087,Approve,2026-01-05T07:15:00+00:00,12419,Finance
PO-00087,Pay,2026-01-06T08:30:00+00:00,12419,AP
PO-00088,Create,2026-01-04T16:00:00+00:00,12556,Procurement
PO-00088,Approve,2026-01-05T09:15:00+00:00,12556,Finance
PO-00088,Pay,2026-01-06T10:30:00+00:00,12556,AP
PO-00089,Create,2026-01-04T17:00:00+00:00,12693,Procurement
PO-00089,Approve,2026-01-05T11:15:00+00:00,12693,Finance
PO-00089,Pay,2026-01-06T12:30:00+00:00,12693,AP
PO-00090,Create,2026-01-04T18:00:00+00:00,12830,Procurement
PO-00090,Approve,2026-01-05T13:15:00+00:00,12830,Finance
PO-00090,Pay,2026-01-06T14:30:00+00:00,12830,AP
PO-00091,Create,2026-01-04T19:00:00+00:00,12967,Procurement
PO-00091,Approve,2026-01-05T15:15:00+00:00,12967,Finance
PO-00091,Approve,2026-01-05T15:30:00+00:00,12967,AP
PO-00091,Pay,2026-01-06T16:45:00+00:00,12967,Finance
PO-00092,Create,2026-01-04T20:00:00+00:00,13104,Procurement
PO-00092,Approve,2026-01-05T17:15:00+00:00,13104,Finance
PO-00092,Pay,2026-01-06T18:30:00+00:00,13104,AP
PO-00093,Create,2026-01-04T21:00:00+00:00,13241,Procurement
PO-00093,Approve,2026-01-05T19:15:00+00:00,13241,Finance
PO-00093,Pay,2026-01-06T20:30:00+00:00,13241,AP
PO-00094,Create,2026-01-04T22:00:00+00:00,13378,Procurement
PO-00094,Approve,2026-01-05T21:15:00+00:00,13378,Finance
PO-00094,Pay,2026-01-06T22:30:00+00:00,13378,AP
PO-00095,Create,2026-01-04T23:00:00+00:00,13515,Procurement
PO-00095,Approve,2026-01-05T23:15:00+00:00,13515,Finance
PO-00095,Pay,2026-01-07T00:30:00+00:00,13515,AP
PO-00096,Create,2026-01-05T00:00:00+00:00,13652,Procurement
PO-00096,Approve,2026-01-05T01:15:00+00:00,13652,Finance
PO-00096,Pay,2026-01-05T02:30:00+00:00,13652,AP
PO-00097,Create,2026-01-05T01:00:00+00:00,13789,Procurement
PO-00097,Approve,2026-01-05T03:15:00+00:00,13789,Finance
PO-00097,Pay,2026-01-05T04:30:00+00:00,13789,AP
PO-00098,Create,2026-01-05T02:00:00+00:00,13926,Procurement
PO-00098,Approve,2026-01-05T05:15:00+00:00,13926,Finance
PO-00098,Approve,2026-01-05T05:30:00+00:00,13926,AP
PO-00098,Pay,2026-01-05T06:45:00+00:00,13926,Finance
PO-00099,Create,2026-01-05T03:00:00+00:00,14063,Procurement
PO-00099,Approve,2026-01-05T07:15:00+00:00,14063,Finance
PO-00099,Pay,2026-01-05T08:30:00+00:00,14063,AP
PO-00100,Create,2026-01-05T04:00:00+00:00,14200,Procurement
PO-00100,Approve,2026-01-05T09:15:00+00:00,14200,Finance
PO-00100,Pay,2026-01-05T10:30:00+00:00,14200,AP
PO-00101,Create,2026-01-05T05:00:00+00:00,14337,Procurement
PO-00101,Approve,2026-01-05T11:15:00+00:00,14337,Finance
PO-00101,Pay,2026-01-05T12:30:00+00:00,14337,AP
PO-00102,Create,2026-01-05T06:00:00+00:00,14474,Procurement
PO-00102,Approve,2026-01-05T13:15:00+00:00,14474,Finance
PO-00102,Pay,2026-01-05T14:30:00+00:00,14474,AP
PO-00103,Create,2026-01-05T07:00:00+00:00,14611,Procurement
PO-00103,Approve,2026-01-05T15:15:00+00:00,14611,Finance
PO-00103,Pay,2026-01-05T16:30:00+00:00,14611,AP
PO-00104,Create,2026-01-05T08:00:00+00:00,14748,Procurement
PO-00104,Approve,2026-01-05T17:15:00+00:00,14748,Finance
PO-00104,Pay,2026-01-05T18:30:00+00:00,14748,AP
PO-00105,Create,2026-01-05T09:00:00+00:00,14885,Procurement
PO-00105,Approve,2026-01-05T19:15:00+00:00,14885,Finance
PO-00105,Approve,2026-01-05T19:30:00+00:00,14885,AP
PO-00105,Pay,2026-01-05T20:45:00+00:00,14885,Finance
PO-00106,Create,2026-01-05T10:00:00+00:00,15022,Procurement
PO-00106,Approve,2026-01-05T21:15:00+00:00,15022,Finance
PO-00106,Pay,2026-01-05T22:30:00+00:00,15022,AP
PO-00107,Create,2026-01-05T11:00:00+00:00,15159,Procurement
PO-00107,Approve,2026-01-05T23:15:00+00:00,15159,Finance
PO-00107,Pay,2026-01-06T00:30:00+00:00,15159,AP
PO-00108,Create,2026-01-05T12:00:00+00:00,15296,Procurement
PO-00108,Approve,2026-01-06T01:15:00+00:00,15296,Finance
PO-00108,Pay,2026-01-06T02:30:00+00:00,15296,AP
PO-00109,Create,2026-01-05T13:00:00+00:00,15433,Procurement
PO-00109,Approve,2026-01-06T03:15:00+00:00,15433,Finance
PO-00109,Pay,2026-01-06T04:30:00+00:00,15433,AP
PO-00110,Create,2026-01-05T14:00:00+00:00,15570,Procurement
PO-00110,Approve,2026-01-06T05:15:00+00:00,15570,Finance
PO-00110,Pay,2026-01-06T06:30:00+00:00,15570,AP
PO-00111,Create,2026-01-05T15:00:00+00:00,15707,Procurement
PO-00111,Approve,2026-01-06T07:15:00+00:00,15707,Finance
PO-00111,Pay,2026-01-06T08:30:00+00:00,15707,AP
PO-00112,Create,2026-01-05T16:00:00+00:00,15844,Procurement
PO-00112,Approve,2026-01-06T09:15:00+00:00,15844,Finance
PO-00112,Approve,2026-01-06T09:30:00+00:00,15844,AP
PO-00112,Pay,2026-01-06T10:45:00+00:00,15844,Finance
PO-00113,Create,2026-01-05T17:00:00+00:00,15981,Procurement
PO-00113,Approve,2026-01-06T11:15:00+00:00,15981,Finance
PO-00113,Pay,2026-01-06T12:30:00+00:00,15981,AP
PO-00114,Create,2026-01-05T18:00:00+00:00,16118,Procurement
PO-00114,Approve,2026-01-06T13:15:00+00:00,16118,Finance
PO-00114,Pay,2026-01-06T14:30:00+00:00,16118,AP
PO-00115,Create,2026-01-05T19:00:00+00:00,16255,Procurement
PO-00115,Approve,2026-01-06T15:15:00+00:00,16255,Finance
PO-00115,Pay,2026-01-06T16:30:00+00:00,16255,AP
PO-00116,Create,2026-01-05T20:00:00+00:00,16392,Procurement
PO-00116,Approve,2026-01-06T17:15:00+00:00,16392,Finance
PO-00116,Pay,2026-01-06T18:30:00+00:00,16392,AP
PO-00117,Create,2026-01-05T21:00:00+00:00,16529,Procurement
PO-00117,Approve,2026-01-06T19:15:00+00:00,16529,Finance
PO-00117,Pay,2026-01-06T20:30:00+00:00,16529,AP
PO-00118,Create,2026-01-05T22:00:00+00:00,16666,Procurement
PO-00118,Approve,2026-01-06T21:15:00+00:00,16666,Finance
PO-00118,Pay,2026-01-06T22:30:00+00:00,16666,AP
PO-00119,Create,2026-01-05T23:00:00+00:00,16803,Procurement
PO-00119,Approve,2026-01-06T23:15:00+00:00,16803,Finance
PO-00119,Approve,2026-01-06T23:30:00+00:00,16803,AP
PO-00119,Pay,2026-01-07T00:45:00+00:00,16803,Finance
PO-00120,Create,2026-01-06T00:00:00+00:00,16940,Procurement
PO-00120,Approve,2026-01-06T01:15:00+00:00,16940,Finance
PO-00120,Pay,2026-01-07T02:30:00+00:00,16940,AP
PO-00121,Create,2026-01-06T01:00:00+00:00,17077,Procurement
PO-00121,Approve,2026-01-06T03:15:00+00:00,17077,Finance
PO-00121,Pay,2026-01-07T04:30:00+00:00,17077,AP
PO-00122,Create,2026-01-06T02:00:00+00:00,17214,Procurement
PO-00122,Approve,2026-01-06T05:15:00+00:00,17214,Finance
PO-00122,Pay,2026-01-07T06:30:00+00:00,17214,AP
PO-00123,Create,2026-01-06T03:00:00+00:00,17351,Procurement
PO-00123,Approve,2026-01-06T07:15:00+00:00,17351,Finance
PO-00123,Pay,2026-01-07T08:30:00+00:00,17351,AP
PO-00124,Create,2026-01-06T04:00:00+00:00,17488,Procurement
PO-00124,Approve,2026-01-06T09:15:00+00:00,17488,Finance
PO-00124,Pay,2026-01-07T10:30:00+00:00,17488,AP
PO-00125,Create,2026-01-06T05:00:00+00:00,17625,Procurement
PO-00125,Approve,2026-01-06T11:15:00+00:00,17625,Finance
PO-00125,Pay,2026-01-07T12:30:00+00:00,17625,AP
PO-00126,Create,2026-01-06T06:00:00+00:00,17762,Procurement
PO-00126,Approve,2026-01-06T13:15:00+00:00,17762,Finance
PO-00126,Approve,2026-01-06T13:30:00+00:00,17762,AP
PO-00126,Pay,2026-01-07T14:45:00+00:00,17762,Finance
PO-00127,Create,2026-01-06T07:00:00+00:00,17899,Procurement
PO-00127,Approve,2026-01-06T15:15:00+00:00,17899,Finance
PO-00127,Pay,2026-01-07T16:30:00+00:00,17899,AP
PO-00128,Create,2026-01-06T08:00:00+00:00,18036,Procurement
PO-00128,Approve,2026-01-06T17:15:00+00:00,18036,Finance
PO-00128,Pay,2026-01-07T18:30:00+00:00,18036,AP
PO-00129,Create,2026-01-06T09:00:00+00:00,18173,Procurement
PO-00129,Approve,2026-01-06T19:15:00+00:00,18173,Finance
PO-00129,Pay,2026-01-07T20:30:00+00:00,18173,AP
PO-00130,Create,2026-01-06T10:00:00+00:00,18310,Procurement
PO-00130,Approve,2026-01-06T21:15:00+00:00,18310,Finance
PO-00130,Pay,2026-01-07T22:30:00+00:00,18310,AP
PO-00131,Create,2026-01-06T11:00:00+00:00,18447,Procurement
PO-00131,Approve,2026-01-06T23:15:00+00:00,18447,Finance
PO-00131,Pay,2026-01-08T00:30:00+00:00,18447,AP
PO-00132,Create,2026-01-06T12:00:00+00:00,18584,Procurement
PO-00132,Approve,2026-01-07T01:15:00+00:00,18584,Finance
PO-00132,Pay,2026-01-08T02:30:00+00:00,18584,AP
